id,season,city,venue,team1,team2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match
885,2021,Narendra,Narendra Modi Stadium,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,Gujarat Titans,0,1,SP Narine
886,2021,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Lucknow Super Giants,0,5,AM Rahane
887,2021,Narendra,Narendra Modi Stadium,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,Kolkata Knight Riders,39,0,B Kumar
888,2021,M,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,79,0,YS Chahal
889,2021,Punjab,Punjab Cricket Association Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Delhi Capitals,0,6,A Mishra
890,2021,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,78,0,M Shami
891,2021,M,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,0,7,Harbhajan Singh
892,2021,Wankhede,Wankhede Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,bat,Mumbai Indians,0,6,SP Narine
893,2021,MA,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,57,0,R Ashwin
894,2021,Arun,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Mumbai Indians,0,4,AM Rahane
895,2021,Arun,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Delhi Capitals,1,0,AB de Villiers
896,2021,Narendra,Narendra Modi Stadium,Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,Delhi Capitals,73,0,PP Chawla
897,2022,M,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,67,0,Rashid Khan
898,2022,Narendra,Narendra Modi Stadium,Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,Mumbai Indians,0,1,Rashid Khan
899,2022,Sawai,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Sunrisers Hyderabad,0,8,M Shami
900,2022,Wankhede,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians,0,6,CH Gayle
901,2022,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,55,0,CH Gayle
902,2022,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,4,0,HH Pandya
903,2022,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Mumbai Indians,0,4,SP Narine
904,2022,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,bat,Gujarat Titans,0,2,DA Warner
905,2022,BRSABV,BRSABV Ekana Cricket Stadium,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Mumbai Indians,17,0,RG Sharma
906,2022,Arun,Arun Jaitley Stadium,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Delhi Capitals,72,0,Rashid Khan
907,2022,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Rajasthan Royals,0,4,G Gambhir
908,2022,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Punjab Kings,59,0,AB de Villiers
909,2022,MA,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Mumbai Indians,74,0,AM Rahane
910,2022,Punjab,Punjab Cricket Association Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Rajasthan Royals,6,0,RR Pant
911,2022,Sawai,Sawai Mansingh Stadium,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,19,0,A Mishra
912,2022,Arun,Arun Jaitley Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Delhi Capitals,8,0,S Dhawan
913,2022,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,9,0,JJ Bumrah
914,2022,BRSABV,BRSABV Ekana Cricket Stadium,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,0,5,SK Raina
915,2022,MA,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Chennai Super Kings,29,0,A Mishra
916,2022,BRSABV,BRSABV Ekana Cricket Stadium,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,Kolkata Knight Riders,0,7,SK Raina
917,2022,Wankhede,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,72,0,RR Pant
918,2022,Eden,Eden Gardens,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Punjab Kings,26,0,SK Raina
919,2022,Eden,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,23,0,SK Raina
920,2022,Arun,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Chennai Super Kings,49,0,CH Gayle
921,2022,Arun,Arun Jaitley Stadium,Delhi Capitals,Punjab Kings,Punjab Kings,bat,Delhi Capitals,0,3,AB de Villiers
922,2022,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bangalore,0,6,YS Chahal
923,2022,Eden,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,0,3,RG Sharma
924,2022,M,M Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,Delhi Capitals,61,0,DJ Bravo
925,2022,Narendra,Narendra Modi Stadium,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Rajasthan Royals,0,3,DJ Bravo
926,2022,BRSABV,BRSABV Ekana Cricket Stadium,Punjab Kings,Lucknow Super Giants,Punjab Kings,bat,Punjab Kings,0,1,M Shami
927,2022,Eden,Eden Gardens,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Kolkata Knight Riders,0,7,SP Narine
928,2022,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,38,0,KL Rahul
929,2022,Wankhede,Wankhede Stadium,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,7,S Dhawan
930,2022,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Rajasthan Royals,0,1,KL Rahul
931,2022,MA,MA Chidambaram Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Chennai Super Kings,0,9,KL Rahul
932,2022,MA,MA Chidambaram Stadium,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,Chennai Super Kings,43,0,SR Watson
933,2022,Arun,Arun Jaitley Stadium,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,Delhi Capitals,70,0,DJ Bravo
934,2022,BRSABV,BRSABV Ekana Cricket Stadium,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,Lucknow Super Giants,0,7,YS Chahal
935,2022,M,M Chinnaswamy Stadium,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,field,Gujarat Titans,61,0,R Ashwin
936,2022,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Punjab Kings,55,0,KA Pollard
937,2022,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Gujarat Titans,Punjab Kings,field,Punjab Kings,40,0,HH Pandya
938,2022,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,Sunrisers Hyderabad,0,9,PP Chawla
939,2022,Wankhede,Wankhede Stadium,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,bat,Mumbai Indians,0,7,G Gambhir
940,2022,Narendra,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Chennai Super Kings,43,0,DA Warner
941,2022,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0,1,DA Warner
942,2022,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Rajasthan Royals,59,0,DJ Bravo
943,2022,M,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,0,7,MS Dhoni
944,2022,Sawai,Sawai Mansingh Stadium,Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,Rajasthan Royals,0,4,RR Pant
945,2022,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Punjab Kings,0,4,CH Gayle
946,2022,M,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,0,4,KA Pollard
947,2022,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,0,6,A Mishra
948,2022,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,Royal Challengers Bangalore,0,8,B Kumar
949,2022,MA,MA Chidambaram Stadium,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,31,0,M Shami
950,2022,Narendra,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,64,0,AM Rahane
951,2022,BRSABV,BRSABV Ekana Cricket Stadium,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,bat,Chennai Super Kings,33,0,KA Pollard
952,2022,MA,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Mumbai Indians,0,4,V Kohli
953,2022,Arun,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Delhi Capitals,0,8,DA Warner
954,2022,Eden,Eden Gardens,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,Gujarat Titans,0,3,A Mishra
955,2022,M,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,0,3,JJ Bumrah
956,2023,Punjab,Punjab Cricket Association Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,69,0,B Kumar
957,2023,Wankhede,Wankhede Stadium,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,Mumbai Indians,0,8,RG Sharma
958,2023,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,26,0,S Dhawan
959,2023,BRSABV,BRSABV Ekana Cricket Stadium,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,Lucknow Super Giants,29,0,R Ashwin
960,2023,Wankhede,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,Mumbai Indians,0,6,Harbhajan Singh
961,2023,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,bat,Rajasthan Royals,46,0,V Kohli
962,2023,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Rajasthan Royals,0,4,YS Chahal
963,2023,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Lucknow Super Giants,53,0,AB de Villiers
964,2023,M,M Chinnaswamy Stadium,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,field,Royal Challengers Bangalore,0,7,SK Raina
965,2023,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,7,KL Rahul
966,2023,MA,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,0,4,MS Dhoni
967,2023,Punjab,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,4,R Ashwin
968,2023,Punjab,Punjab Cricket Association Stadium,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Lucknow Super Giants,0,1,DJ Bravo
969,2023,Eden,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,70,0,HH Pandya
970,2023,Sawai,Sawai Mansingh Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,9,0,CH Gayle
971,2023,Wankhede,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,76,0,DJ Bravo
972,2023,Sawai,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,32,0,A Mishra
973,2023,Arun,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,35,0,AM Rahane
974,2023,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,bat,Rajasthan Royals,0,9,SP Narine
975,2023,Wankhede,Wankhede Stadium,Punjab Kings,Mumbai Indians,Punjab Kings,bat,Mumbai Indians,39,0,SR Watson
976,2023,Punjab,Punjab Cricket Association Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,Rajasthan Royals,0,9,AT Rayudu
977,2023,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0,SL Malinga
978,2023,BRSABV,BRSABV Ekana Cricket Stadium,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,0,7,YS Chahal
979,2023,MA,MA Chidambaram Stadium,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,Chennai Super Kings,50,0,DJ Bravo
980,2023,Arun,Arun Jaitley Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Delhi Capitals,0,6,S Dhawan
981,2023,BRSABV,BRSABV Ekana Cricket Stadium,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,Kolkata Knight Riders,0,1,A Mishra
982,2023,M,M Chinnaswamy Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,Punjab Kings,2,0,YS Chahal
983,2023,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Rajasthan Royals,55,0,SR Watson
984,2023,Narendra,Narendra Modi Stadium,Delhi Capitals,Gujarat Titans,Delhi Capitals,field,Delhi Capitals,0,2,SP Narine
985,2023,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Delhi Capitals,0,5,SP Narine
986,2023,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,0,9,R Ashwin
987,2023,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Rajasthan Royals,26,0,DJ Bravo
988,2023,MA,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Chennai Super Kings,24,0,M Shami
989,2023,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,Punjab Kings,11,0,G Gambhir
990,2023,MA,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Chennai Super Kings,62,0,V Kohli
991,2023,Wankhede,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals,13,0,G Gambhir
992,2023,Narendra,Narendra Modi Stadium,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,0,6,AM Rahane
993,2023,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,Lucknow Super Giants,0,7,Rashid Khan
994,2023,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,0,3,Rashid Khan
995,2023,Narendra,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,0,9,V Kohli
996,2023,Wankhede,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,0,8,G Gambhir
997,2023,MA,MA Chidambaram Stadium,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,2,A Mishra
998,2023,Eden,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Kolkata Knight Riders,39,0,M Shami
999,2023,MA,MA Chidambaram Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Chennai Super Kings,32,0,DJ Bravo
1000,2023,BRSABV,BRSABV Ekana Cricket Stadium,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,21,0,DJ Bravo
1001,2023,Eden,Eden Gardens,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,18,0,HH Pandya
1002,2023,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,7,KL Rahul
1003,2023,MA,MA Chidambaram Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Delhi Capitals,44,0,PP Chawla
1004,2023,M,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,40,0,Rashid Khan
1005,2023,BRSABV,BRSABV Ekana Cricket Stadium,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Lucknow Super Giants,67,0,G Gambhir
1006,2023,Narendra,Narendra Modi Stadium,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,0,4,MS Dhoni
1007,2023,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,77,0,DJ Bravo
1008,2023,Arun,Arun Jaitley Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,64,0,RG Sharma
1009,2023,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,Royal Challengers Bangalore,7,0,R Ashwin
1010,2023,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,0,6,AM Rahane
1011,2023,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Rajasthan Royals,0,5,AB de Villiers
1012,2023,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,0,8,KA Pollard
1013,2023,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,Punjab Kings,2,0,JJ Bumrah
1014,2023,Sawai,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Rajasthan Royals,8,0,SL Malinga
1015,2023,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,0,7,KL Rahul
1016,2023,Wankhede,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Mumbai Indians,0,3,DJ Bravo
1017,2023,Sawai,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,0,6,AB de Villiers
1018,2023,BRSABV,BRSABV Ekana Cricket Stadium,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Chennai Super Kings,3,0,B Kumar
